Date,GOLL4.SA,AZUL4.SA,CVCB3.SA,WEGE3.SA,MGLU3.SA,TOTS3.SA,BOVA11.SA
2015-01-02,14.989999771118164,,12.527681350708008,5.923076152801514,2.177548885345459,11.881509780883789,47.2599983215332
2015-01-05,14.850000381469727,,12.362842559814453,5.963460922241211,2.2184700965881348,11.516434669494629,46.31999969482422
2015-01-06,15.210000038146973,,12.198005676269531,5.875,2.1892409324645996,10.796242713928223,46.58000183105469
2015-01-07,14.550000190734863,,12.090861320495605,5.807692050933838,2.262312889099121,10.719908714294434,48.150001525878906
2015-01-08,14.270000457763672,,11.66228199005127,5.905768871307373,2.2447760105133057,10.96882438659668,48.5099983215332
2015-01-09,14.050000190734863,,11.538654327392578,5.878846168518066,2.1687800884246826,10.855982780456543,47.529998779296875
2015-01-12,14.25,,11.085350036621094,5.8461527824401855,2.1921639442443848,11.516434669494629,46.83000183105469
2015-01-13,13.6899995803833,,11.447993278503418,5.867307186126709,2.1687800884246826,11.118171691894531,46.63999938964844
2015-01-14,13.779999732971191,,11.349089622497559,5.961537837982178,2.1337060928344727,11.035201072692871,46.47999954223633
2015-01-15,14.050000190734863,,11.538654327392578,5.961537837982178,2.1278600692749023,10.819475173950195,47.0
2015-01-16,14.329999923706055,,11.678766250610352,5.961537837982178,2.1453969478607178,11.61600112915039,47.599998474121094
2015-01-19,13.579999923706055,,11.827119827270508,5.992307186126709,2.1337060928344727,10.713272094726562,46.310001373291016
2015-01-20,13.069999694824219,,11.538654327392578,6.067306995391846,2.0460190773010254,11.018607139587402,46.52000045776367
2015-01-21,12.9399995803833,,11.621072769165039,6.001923084259033,2.060633897781372,11.61600112915039,47.810001373291016
2015-01-22,13.510000228881836,,11.777668952941895,6.051922798156738,2.0518651008605957,11.606043815612793,48.119998931884766
2015-01-23,13.25,,11.818878173828125,6.12307596206665,2.060633897781372,11.450057983398438,47.29999923706055
2015-01-26,12.6899995803833,,11.497444152832031,6.050000190734863,2.0460190773010254,11.217738151550293,47.189998626708984
2015-01-27,12.550000190734863,,11.291397094726562,6.151923179626465,1.9875619411468506,11.101577758789062,47.34000015258789
2015-01-28,12.180000305175781,,10.879302024841309,6.211537837982178,1.932026982307434,11.367087364196777,46.33000183105469
2015-01-29,12.84000015258789,,10.879302024841309,6.351922988891602,2.00217604637146,10.93563461303711,46.380001068115234
2015-01-30,12.220000267028809,,10.40127182006836,6.169229984283447,1.9875619411468506,11.141404151916504,45.61000061035156
2015-02-02,11.75,,10.549626350402832,6.334615230560303,1.9992530345916748,11.284114837646484,46.27000045776367
2015-02-03,11.649999618530273,,11.291397094726562,6.2846150398254395,1.9174120426177979,11.808494567871094,47.63999938964844
2015-02-04,11.90999984741211,,11.011173248291016,6.3153839111328125,1.8969520330429077,11.69897174835205,47.77000045776367
2015-02-05,11.75,,11.291397094726562,6.298076152801514,1.8706459999084473,12.047452926635742,47.880001068115234
2015-02-06,10.949999809265137,,11.827119827270508,6.2846150398254395,1.7800370454788208,12.113829612731934,47.29999923706055
2015-02-09,10.6899995803833,,12.074377059936523,6.294229984283447,1.7624989748001099,12.306323051452637,47.91999816894531
2015-02-10,10.819999694824219,,11.950749397277832,6.459615230560303,1.7946510314941406,12.220032691955566,47.15999984741211
2015-02-11,10.449999809265137,,11.991957664489746,6.413461208343506,1.6952730417251587,11.944567680358887,46.95000076293945
2015-02-12,10.9399995803833,,11.991957664489746,6.340384006500244,1.7245019674301147,11.994351387023926,48.130001068115234
2015-02-13,10.800000190734863,,12.280425071716309,6.238461017608643,1.7800370454788208,12.147018432617188,49.38999938964844
2015-02-18,10.869999885559082,,12.074377059936523,6.230769157409668,1.7888050079345703,12.312960624694824,49.90999984741211
2015-02-19,10.800000190734863,,12.074377059936523,6.3461527824401855,1.8589550256729126,12.296366691589355,49.79999923706055
2015-02-20,10.899999618530273,,12.033167839050293,6.25,1.8560320138931274,12.007625579833984,49.84000015258789
2015-02-23,10.510000228881836,,11.785910606384277,6.2211527824401855,1.8764920234680176,11.991031646728516,49.79999923706055
2015-02-24,10.869999885559082,,11.827119827270508,6.25,1.929103970527649,12.130423545837402,50.40999984741211
2015-02-25,10.649999618530273,,11.917780876159668,6.0961527824401855,1.882338047027588,12.163613319396973,50.36000061035156
