Date,Open,High,Low,Close,Adj Close,Volume
2015-05-22,55112.0,55223.0,54038.0,54377.0,54377.0,3689100
2015-05-25,54378.0,54868.0,53972.0,54609.0,54609.0,1604600
2015-05-26,54609.0,54609.0,53548.0,53630.0,53630.0,3324200
2015-05-27,53631.0,54293.0,53136.0,54236.0,54236.0,3475600
2015-05-28,54230.0,54230.0,53363.0,53976.0,53976.0,2914500
2015-05-29,53974.0,53974.0,52760.0,52760.0,52760.0,5553300
2015-06-01,52753.0,53233.0,52666.0,53031.0,53031.0,2675400
2015-06-02,53035.0,54236.0,53035.0,54236.0,54236.0,3476000
2015-06-03,54254.0,54254.0,53462.0,53523.0,53523.0,3317500
2015-06-05,53518.0,53518.0,52808.0,52973.0,52973.0,2729100
2015-06-08,52975.0,53325.0,52810.0,52810.0,52810.0,2582500
2015-06-09,52810.0,53292.0,52688.0,52816.0,52816.0,3678000
2015-06-10,52817.0,54102.0,52817.0,53876.0,53876.0,3587500
2015-06-11,53876.0,54271.0,53444.0,53689.0,53689.0,3093500
2015-06-12,53689.0,53689.0,53033.0,53348.0,53348.0,2379500
2015-06-15,53338.0,53338.0,52548.0,53138.0,53138.0,2607700
2015-06-16,53144.0,53969.0,53107.0,53702.0,53702.0,3280300
2015-06-17,53698.0,53755.0,52965.0,53249.0,53249.0,2993200
2015-06-18,53251.0,54352.0,53214.0,54239.0,54239.0,2665000
2015-06-19,54236.0,54236.0,53479.0,53749.0,53749.0,2948200
2015-06-22,53750.0,54342.0,53655.0,53864.0,53864.0,2354400
2015-06-23,53865.0,54361.0,53772.0,53772.0,53772.0,2625300
2015-06-24,53772.0,54236.0,53628.0,53843.0,53843.0,2731100
2015-06-25,53840.0,53840.0,52879.0,53176.0,53176.0,3234900
2015-06-26,53181.0,54076.0,53151.0,54017.0,54017.0,2705400
2015-06-29,54013.0,54013.0,52647.0,53014.0,53014.0,2550600
2015-06-30,53014.0,53345.0,52813.0,53081.0,53081.0,3021100
2015-07-01,53081.0,53456.0,52603.0,52758.0,52758.0,2714000
2015-07-02,52758.0,53357.0,52758.0,53106.0,53106.0,2998100
2015-07-03,53106.0,53106.0,52370.0,52519.0,52519.0,1498600
2015-07-06,52511.0,52679.0,51683.0,52149.0,52149.0,2573500
2015-07-07,52149.0,52388.0,51130.0,52344.0,52344.0,3538900
2015-07-08,52343.0,52468.0,51574.0,51782.0,51782.0,2880300
2015-07-10,51782.0,52786.0,51782.0,52591.0,52591.0,2678700
2015-07-13,52591.0,53164.0,52591.0,53119.0,53119.0,2606900
2015-07-14,53119.0,53416.0,52653.0,53239.0,53239.0,2740900
2015-07-15,53239.0,53334.0,52790.0,52902.0,52902.0,2533600
2015-07-16,52902.0,53417.0,52714.0,53070.0,53070.0,2075700
2015-07-17,53070.0,53310.0,52221.0,52342.0,52342.0,2440800
2015-07-20,52341.0,52424.0,51525.0,51600.0,51600.0,2635000
2015-07-21,51603.0,51998.0,51244.0,51474.0,51474.0,2942600
2015-07-22,51474.0,51474.0,50592.0,50916.0,50916.0,3123300
2015-07-23,50916.0,51063.0,49668.0,49807.0,49807.0,4181500
2015-07-24,49804.0,49831.0,48624.0,49246.0,49246.0,3632500
2015-07-27,49246.0,49298.0,48640.0,48736.0,48736.0,3489100
2015-07-28,48740.0,49871.0,48740.0,49602.0,49602.0,4137600
2015-07-29,49602.0,50333.0,49422.0,50245.0,50245.0,3746800
2015-07-30,50245.0,50645.0,49612.0,49897.0,49897.0,3261200
2015-07-31,49897.0,50895.0,49892.0,50865.0,50865.0,3142200
2015-08-03,50867.0,50867.0,50054.0,50138.0,50138.0,2613200
2015-08-04,50138.0,50574.0,49827.0,50058.0,50058.0,2670400
2015-08-05,50067.0,50853.0,50067.0,50287.0,50287.0,2662100
2015-08-06,50280.0,50534.0,49624.0,50011.0,50011.0,3640800
2015-08-07,50013.0,50013.0,48512.0,48577.0,48577.0,3218400
2015-08-10,48578.0,49512.0,48578.0,49353.0,49353.0,2842100
2015-08-11,49340.0,49340.0,48306.0,49072.0,49072.0,3288000
2015-08-12,49064.0,49064.0,48028.0,48388.0,48388.0,4234500
2015-08-13,48390.0,48606.0,47722.0,48010.0,48010.0,3186500
2015-08-14,48010.0,48186.0,47508.0,47508.0,47508.0,2878900
2015-08-17,47509.0,47788.0,47217.0,47217.0,47217.0,2411800
2015-08-18,47220.0,48084.0,46676.0,47451.0,47451.0,3544600
2015-08-19,47451.0,47451.0,45977.0,46588.0,46588.0,3236800
2015-08-20,46588.0,46781.0,46030.0,46649.0,46649.0,2945700
2015-08-21,46649.0,46649.0,45677.0,45720.0,45720.0,2869600
2015-08-24,45715.0,45715.0,42749.0,44336.0,44336.0,4727700
2015-08-25,44338.0,45588.0,44338.0,44545.0,44545.0,3726600
2015-08-26,44546.0,46039.0,44540.0,46038.0,46038.0,3739600
2015-08-27,46038.0,47997.0,46038.0,47715.0,47715.0,4252000
2015-08-28,47697.0,47872.0,46847.0,47154.0,47154.0,3778600
2015-08-31,47151.0,47151.0,45570.0,46626.0,46626.0,4667300
2015-09-01,46625.0,46625.0,45278.0,45477.0,45477.0,3665000
2015-09-02,45484.0,46474.0,45445.0,46464.0,46464.0,3740100
2015-09-03,46468.0,47532.0,46279.0,47366.0,47366.0,4103000
2015-09-04,47366.0,47377.0,46320.0,46498.0,46498.0,4174900
2015-09-08,46501.0,47243.0,46497.0,46762.0,46762.0,2851000
2015-09-09,46762.0,47840.0,46614.0,46657.0,46657.0,3699200
2015-09-10,46656.0,46819.0,45592.0,46504.0,46504.0,4483200
2015-09-11,46509.0,46558.0,46176.0,46401.0,46401.0,3615300
2015-09-14,46400.0,47386.0,46218.0,47282.0,47282.0,3579400
2015-09-15,47281.0,47689.0,46746.0,47364.0,47364.0,3562000
2015-09-16,47364.0,48681.0,47364.0,48553.0,48553.0,4320300
2015-09-17,48553.0,49396.0,48082.0,48551.0,48551.0,4184700
2015-09-18,48550.0,48550.0,46928.0,47264.0,47264.0,4381000
2015-09-21,47263.0,47391.0,46425.0,46590.0,46590.0,2601200
2015-09-22,46585.0,46585.0,45276.0,46265.0,46265.0,4193100
2015-09-23,46263.0,46480.0,45340.0,45340.0,45340.0,3962000
2015-09-24,45340.0,45572.0,44183.0,45292.0,45292.0,4331700
2015-09-25,45300.0,45969.0,44697.0,44831.0,44831.0,3135300
2015-09-28,44832.0,44832.0,43767.0,43957.0,43957.0,2771900
2015-09-29,43956.0,44531.0,43956.0,44132.0,44132.0,2960700
2015-09-30,44132.0,45294.0,44132.0,45059.0,45059.0,4831200
2015-10-01,45064.0,45547.0,44789.0,45313.0,45313.0,3773200
2015-10-02,45313.0,47033.0,44973.0,47033.0,47033.0,4001300
2015-10-05,47033.0,48081.0,47019.0,47598.0,47598.0,3323700
2015-10-06,47598.0,48092.0,47389.0,47735.0,47735.0,3370800
2015-10-07,47735.0,49290.0,47715.0,48914.0,48914.0,6060700
2015-10-08,48915.0,49247.0,48658.0,49107.0,49107.0,3585000
2015-10-09,49105.0,49752.0,48698.0,49338.0,49338.0,4551200
2015-10-13,49339.0,49339.0,47135.0,47363.0,47363.0,4221100
2015-10-14,47349.0,47715.0,46701.0,46710.0,46710.0,6141700
2015-10-15,46730.0,47188.0,46321.0,47161.0,47161.0,3653000
2015-10-16,47161.0,47727.0,46517.0,47236.0,47236.0,3537700
2015-10-19,47242.0,47536.0,46917.0,47447.0,47447.0,3133600
2015-10-20,47447.0,47728.0,46623.0,47077.0,47077.0,3297000
2015-10-21,47077.0,47274.0,46654.0,47026.0,47026.0,2957300
2015-10-22,47027.0,47909.0,47027.0,47772.0,47772.0,3124100
2015-10-23,47774.0,48837.0,47502.0,47597.0,47597.0,3592300
2015-10-26,47607.0,47875.0,47105.0,47209.0,47209.0,2451400
2015-10-27,47205.0,47338.0,46742.0,47043.0,47043.0,3443800
2015-10-28,47038.0,47441.0,46388.0,46741.0,46741.0,4085200
2015-10-29,46740.0,46740.0,45628.0,45628.0,45628.0,3082000
2015-10-30,45628.0,45975.0,45401.0,45869.0,45869.0,3231400
2015-11-03,45869.0,48054.0,45866.0,48054.0,48054.0,4603800
2015-11-04,48059.0,49054.0,47441.0,47710.0,47710.0,3627200
2015-11-05,47712.0,48061.0,47430.0,48047.0,48047.0,3189000
2015-11-06,48046.0,48046.0,46397.0,46919.0,46919.0,3091100
2015-11-09,46915.0,47001.0,46057.0,46195.0,46195.0,2278500
2015-11-10,46195.0,46195.0,45397.0,46179.0,46179.0,2401800
2015-11-11,46207.0,47231.0,46207.0,47065.0,47065.0,3071700
2015-11-12,47065.0,47460.0,46696.0,46884.0,46884.0,3154200
2015-11-13,46884.0,46884.0,46311.0,46517.0,46517.0,3517200
2015-11-16,46519.0,46905.0,46399.0,46847.0,46847.0,3144900
2015-11-17,46848.0,47698.0,46848.0,47248.0,47248.0,3341700
2015-11-18,47241.0,47951.0,47241.0,47436.0,47436.0,3965500
2015-11-19,47437.0,48227.0,47437.0,48139.0,48139.0,4069100
2015-11-23,48138.0,48745.0,47988.0,48150.0,48150.0,3277600
2015-11-24,48143.0,48320.0,47442.0,48284.0,48284.0,3445700
2015-11-25,48270.0,48270.0,46742.0,46867.0,46867.0,3976000
2015-11-26,46867.0,47199.0,46867.0,47146.0,47146.0,2288300
2015-11-27,47144.0,47144.0,45812.0,45873.0,45873.0,3031900
2015-11-30,45871.0,45931.0,45106.0,45120.0,45120.0,7164800
2015-12-01,45121.0,45482.0,44775.0,45047.0,45047.0,4176300
2015-12-02,45046.0,45338.0,44579.0,44915.0,44915.0,4179400
2015-12-03,44923.0,47142.0,44923.0,46393.0,46393.0,4421500
2015-12-04,46385.0,46385.0,45023.0,45361.0,45361.0,3520900
2015-12-07,45361.0,46157.0,45217.0,45223.0,45223.0,2853300
2015-12-08,45223.0,45233.0,44232.0,44443.0,44443.0,3203200
2015-12-09,44444.0,46438.0,44444.0,46108.0,46108.0,4446400
2015-12-10,46084.0,46323.0,45351.0,45631.0,45631.0,3638300
2015-12-11,45630.0,45981.0,45068.0,45263.0,45263.0,3281900
2015-12-14,45258.0,45258.0,44531.0,44747.0,44747.0,2481600
2015-12-15,44748.0,45423.0,44748.0,44872.0,44872.0,2558500
2015-12-16,44868.0,45099.0,44095.0,45016.0,45016.0,3324300
2015-12-17,45016.0,46251.0,45016.0,45261.0,45261.0,3028800
2015-12-18,45249.0,45249.0,43690.0,43911.0,43911.0,4564700
2015-12-21,43912.0,44223.0,43196.0,43200.0,43200.0,3452900
2015-12-22,43208.0,43632.0,43137.0,43470.0,43470.0,2577000
2015-12-23,43479.0,44233.0,43479.0,44015.0,44015.0,2501300
2015-12-28,44016.0,44087.0,43709.0,43764.0,43764.0,1793200
2015-12-29,43781.0,44042.0,43523.0,43654.0,43654.0,1675900
2015-12-30,43653.0,43662.0,43217.0,43350.0,43350.0,2679200
2016-01-04,43349.0,43349.0,42125.0,42141.0,42141.0,2976300
2016-01-05,42139.0,42534.0,42137.0,42419.0,42419.0,2557200
2016-01-06,42410.0,42410.0,41590.0,41773.0,41773.0,3935900
2016-01-07,41772.0,41772.0,40695.0,40695.0,40695.0,4032300
2016-01-08,40695.0,41218.0,40463.0,40612.0,40612.0,3221600
2016-01-11,40612.0,40974.0,39924.0,39950.0,39950.0,3086400
2016-01-12,39955.0,40261.0,39426.0,39514.0,39514.0,3383700
2016-01-13,39518.0,40050.0,38822.0,38944.0,38944.0,3569600
2016-01-14,38944.0,39502.0,38459.0,39500.0,39500.0,3868600
2016-01-15,39494.0,39494.0,37986.0,38569.0,38569.0,4076400
2016-01-18,38572.0,38633.0,37937.0,37937.0,37937.0,2161200
2016-01-19,37941.0,38857.0,37941.0,38057.0,38057.0,3044900
2016-01-20,38056.0,38056.0,37046.0,37645.0,37645.0,3958400
2016-01-21,37647.0,38079.0,37495.0,37717.0,37717.0,3773600
2016-01-22,37737.0,38444.0,37737.0,38031.0,38031.0,4197500
2016-01-26,38031.0,38031.0,37112.0,37497.0,37497.0,3607000
2016-01-27,37501.0,38766.0,37402.0,38376.0,38376.0,4648600
2016-01-28,38376.0,39100.0,37996.0,38630.0,38630.0,4464600
2016-01-29,38635.0,40406.0,38635.0,40406.0,40406.0,5475700
2016-02-01,40397.0,40570.0,39738.0,40570.0,40570.0,3661700
2016-02-02,40564.0,40564.0,38596.0,38596.0,38596.0,4425300
2016-02-03,38597.0,39726.0,38597.0,39589.0,39589.0,4238100
2016-02-04,39589.0,41444.0,39589.0,40822.0,40822.0,5388500
2016-02-05,40812.0,41249.0,40566.0,40592.0,40592.0,3669000
2016-02-10,40592.0,40592.0,39960.0,40377.0,40377.0,3700000
2016-02-11,40370.0,40370.0,38928.0,39318.0,39318.0,3794000
2016-02-12,39324.0,39901.0,39324.0,39808.0,39808.0,3327800
2016-02-15,39808.0,40671.0,39808.0,40093.0,40093.0,1694300
2016-02-16,40093.0,41206.0,40074.0,40948.0,40948.0,3921300
2016-02-17,40958.0,42436.0,40958.0,41631.0,41631.0,5307100
2016-02-18,41624.0,41698.0,41183.0,41478.0,41478.0,3534900
2016-02-19,41477.0,41828.0,41071.0,41543.0,41543.0,3298700
2016-02-22,41544.0,43345.0,41544.0,43235.0,43235.0,4508500
2016-02-23,43235.0,43601.0,42359.0,42521.0,42521.0,3805300
2016-02-24,42521.0,42521.0,41211.0,42085.0,42085.0,3522700
2016-02-25,42084.0,42327.0,41442.0,41888.0,41888.0,4046700
2016-02-26,41889.0,42495.0,41417.0,41593.0,41593.0,3274600
2016-02-29,41599.0,43053.0,41599.0,42794.0,42794.0,4473500
2016-03-01,42795.0,44181.0,42795.0,44122.0,44122.0,4610100
2016-03-02,44122.0,44983.0,43841.0,44893.0,44893.0,5009600
2016-03-03,44900.0,47375.0,44900.0,47193.0,47193.0,9031000
2016-03-04,47194.0,50024.0,47194.0,49085.0,49085.0,10284300
2016-03-07,49089.0,49639.0,48746.0,49246.0,49246.0,5720600
2016-03-08,49244.0,49914.0,48847.0,49102.0,49102.0,7150500
2016-03-09,49102.0,50001.0,48623.0,48665.0,48665.0,6230600
2016-03-10,48667.0,49974.0,47922.0,49571.0,49571.0,7467200
2016-03-11,49574.0,50038.0,49156.0,49639.0,49639.0,6002200
2016-03-14,49639.0,50166.0,48757.0,48867.0,48867.0,4801100
2016-03-15,48866.0,48866.0,46684.0,47130.0,47130.0,5502200
2016-03-16,47130.0,47814.0,46521.0,47763.0,47763.0,5111000
2016-03-17,47770.0,51268.0,47770.0,50914.0,50914.0,7245100
2016-03-18,50915.0,51308.0,50202.0,50815.0,50815.0,5448400
2016-03-21,50816.0,51370.0,50765.0,51172.0,51172.0,3708500
2016-03-22,51170.0,51215.0,50812.0,51010.0,51010.0,3896600
2016-03-23,51005.0,51005.0,49491.0,49690.0,49690.0,3638700
2016-03-24,49686.0,49686.0,48778.0,49657.0,49657.0,3688400
2016-03-28,49687.0,51149.0,49687.0,50838.0,50838.0,3515800
2016-03-29,50839.0,51765.0,50387.0,51155.0,51155.0,4320900
2016-03-30,51155.0,52262.0,50900.0,51249.0,51249.0,4730600
2016-03-31,51248.0,51248.0,49642.0,50055.0,50055.0,4251900
2016-04-01,50054.0,50768.0,49361.0,50562.0,50562.0,3890600
2016-04-04,50556.0,50556.0,48600.0,48780.0,48780.0,3556500
2016-04-05,48778.0,49629.0,48149.0,49054.0,49054.0,3546100
2016-04-06,49054.0,49054.0,47874.0,48096.0,48096.0,3810000
2016-04-07,48099.0,48940.0,48099.0,48513.0,48513.0,3059900
2016-04-08,48517.0,50486.0,48517.0,50293.0,50293.0,5047700
2016-04-11,50303.0,51089.0,50078.0,50165.0,50165.0,4050700
2016-04-12,50166.0,52327.0,50166.0,52002.0,52002.0,5146900
2016-04-13,52010.0,53844.0,52010.0,53150.0,53150.0,6376500
2016-04-14,53150.0,53699.0,52242.0,52411.0,52411.0,5492100
2016-04-15,52414.0,53390.0,52414.0,53228.0,53228.0,5047800
2016-04-18,53229.0,53479.0,52305.0,52894.0,52894.0,4385600
2016-04-19,52894.0,54054.0,52894.0,53710.0,53710.0,5033900
2016-04-20,53711.0,53857.0,53149.0,53631.0,53631.0,4554100
2016-04-22,53630.0,53630.0,52629.0,52908.0,52908.0,4259400
2016-04-25,52911.0,52949.0,51748.0,51862.0,51862.0,3693200
2016-04-26,51867.0,53108.0,51838.0,53083.0,53083.0,3749400
2016-04-27,53094.0,54560.0,53094.0,54478.0,54478.0,4897900
2016-04-28,54475.0,54978.0,53963.0,54312.0,54312.0,4413500
2016-04-29,54317.0,54705.0,53592.0,53911.0,53911.0,4898400
2016-05-02,53910.0,54113.0,53265.0,53562.0,53562.0,3286100
2016-05-03,53557.0,53557.0,52260.0,52260.0,52260.0,3892400
2016-05-04,52253.0,52672.0,51931.0,52553.0,52553.0,4263800
2016-05-05,52569.0,53071.0,51311.0,51671.0,51671.0,3653100
2016-05-06,51671.0,52159.0,51204.0,51718.0,51718.0,3296100
2016-05-09,51717.0,51717.0,49908.0,50990.0,50990.0,4938400
2016-05-10,50994.0,53071.0,50994.0,53071.0,53071.0,4079200
2016-05-11,53072.0,53976.0,52736.0,52764.0,52764.0,4350000
2016-05-12,52765.0,53703.0,52424.0,53241.0,53241.0,4630400
2016-05-13,53236.0,53250.0,51366.0,51804.0,51804.0,4314300
2016-05-16,51803.0,52305.0,51585.0,51803.0,51803.0,3529500
2016-05-17,51795.0,51946.0,50689.0,50839.0,50839.0,3871100
2016-05-18,50836.0,51373.0,50301.0,50562.0,50562.0,4072500
2016-05-19,50556.0,50556.0,49588.0,50133.0,50133.0,3905500
2016-05-20,50133.0,50822.0,49723.0,49723.0,49723.0,3254500
2016-05-23,49709.0,49709.0,48695.0,49330.0,49330.0,3412800
2016-05-24,49330.0,50002.0,49153.0,49345.0,49345.0,3138900
2016-05-25,49347.0,50357.0,49347.0,49483.0,49483.0,3472600
2016-05-27,49481.0,49805.0,48869.0,49051.0,49051.0,2711800
2016-05-30,49051.0,49203.0,48799.0,48964.0,48964.0,1169200
2016-05-31,48963.0,49269.0,48292.0,48472.0,48472.0,5802800
2016-06-01,48468.0,49057.0,48200.0,49013.0,49013.0,3290000
2016-06-02,49008.0,49906.0,48781.0,49887.0,49887.0,3525800
2016-06-03,49888.0,50634.0,49888.0,50619.0,50619.0,3329400
2016-06-06,50627.0,50924.0,50097.0,50432.0,50432.0,3111900
2016-06-07,50432.0,50641.0,50005.0,50488.0,50488.0,2958800
2016-06-08,50490.0,51812.0,50490.0,51629.0,51629.0,4206400
2016-06-09,51633.0,51633.0,50832.0,51118.0,51118.0,3213200
2016-06-10,51117.0,51117.0,49421.0,49422.0,49422.0,2977400
2016-06-13,49419.0,49764.0,48804.0,49661.0,49661.0,2630500
2016-06-14,49662.0,49894.0,48216.0,48648.0,48648.0,3885000
2016-06-15,48649.0,49415.0,48324.0,48915.0,48915.0,5009800
2016-06-16,48901.0,49412.0,48067.0,49412.0,49412.0,3887200
2016-06-17,49409.0,50191.0,49405.0,49534.0,49534.0,4248900
2016-06-20,49539.0,50782.0,49539.0,50329.0,50329.0,3487000
2016-06-21,50326.0,50870.0,49678.0,50838.0,50838.0,3349200
2016-06-22,50835.0,51239.0,50060.0,50156.0,50156.0,3632900
2016-06-23,50161.0,51673.0,50161.0,51560.0,51560.0,3166800
2016-06-24,51561.0,51561.0,49544.0,50105.0,50105.0,4139100
2016-06-27,50106.0,50162.0,48954.0,49246.0,49246.0,3228500
2016-06-28,49252.0,50301.0,49252.0,50007.0,50007.0,3406400
2016-06-29,50009.0,51229.0,50009.0,51002.0,51002.0,3970100
2016-06-30,51001.0,51619.0,50585.0,51527.0,51527.0,4377800
2016-07-01,51540.0,52346.0,51411.0,52233.0,52233.0,4116100
2016-07-04,52241.0,52918.0,52241.0,52569.0,52569.0,2081800
2016-07-05,52565.0,52565.0,51510.0,51842.0,51842.0,3121400
2016-07-06,51842.0,51909.0,50825.0,51902.0,51902.0,3277000
2016-07-07,51902.0,52719.0,51888.0,52015.0,52015.0,3712200
2016-07-08,52020.0,53166.0,52020.0,53141.0,53141.0,2995500
2016-07-11,53143.0,54021.0,53143.0,53960.0,53960.0,3206300
2016-07-12,53961.0,54746.0,53961.0,54256.0,54256.0,3878700
2016-07-13,54256.0,54647.0,53733.0,54598.0,54598.0,4037100
2016-07-14,54601.0,55634.0,54601.0,55481.0,55481.0,4408500
2016-07-15,55482.0,55649.0,55233.0,55578.0,55578.0,3684500
2016-07-18,55573.0,56509.0,55355.0,56484.0,56484.0,3984500
2016-07-19,56487.0,56698.0,56246.0,56698.0,56698.0,3794000
2016-07-20,56699.0,56927.0,56221.0,56578.0,56578.0,3865800
2016-07-21,56578.0,56906.0,56233.0,56641.0,56641.0,3486900
2016-07-22,56641.0,57171.0,56518.0,57002.0,57002.0,2912000
2016-07-25,57006.0,57205.0,56398.0,56873.0,56873.0,3126900
2016-07-26,56876.0,57309.0,56708.0,56783.0,56783.0,3351800
